1980	5.74E-05	0.00039043	0.00025692	0.00019802	0.00013471	8.42E-05	1.63E-05	2.04E-05	7.26E-05	9.87E-05	4.88E-05	0.00021217	2.44E-05	0.00027307	0.00028341	0.00010624	8.74E-05	9.54E-05	0.00090488	0.00079071	6.66E-05	3.19E-05	0.000525	0.0001278	0.000103	0.00039405	0.00051479	6.18E-05	9.78E-05	0.00025216	0.00010209	5.17E-06	0.00031308	0.00064125	0.00089109	0.00055983	6.31E-05	9.73E-05	0.00058066	0.00028692	7.06E-05
1978	6.64E-05	0.00039518	0.00025173	0.00018732	0.00013235	9.54E-05	1.54E-05	2.46E-05	7.67E-05	0.0001078	5.14E-05	0.00021368	2.14E-05	0.00030269	0.00028563	9.94E-05	8.84E-05	8.57E-05	0.00090337	0.00078175	7.14E-05	3.37E-05	0.00051911	0.000129	0.00010527	0.00040197	0.00050094	6.48E-05	9.39E-05	0.00026344	0.00010027	6.27E-06	0.00031147	0.00062784	0.0008664	0.00055239	6.07E-05	1.00E-04	0.00058391	0.00028173	8.30E-05
1976	5.51E-05	0.00038354	0.00024508	0.00019404	0.00012827	0.0001069	2.29E-05	3.29E-05	8.45E-05	0.00011845	5.45E-05	0.00021504	1.60E-05	0.0003327	0.00028896	9.18E-05	8.99E-05	7.39E-05	0.00089013	0.00076353	9.47E-05	3.37E-05	0.00051641	0.00012188	0.00010947	0.00041314	0.00049225	7.13E-05	8.26E-05	0.00027	0.00010594	1.64E-05	0.00030796	0.00061163	0.00084461	0.00053955	5.71E-05	0.00010473	0.0005948	0.00027655	7.88E-05
1974	5.25E-05	0.00038148	0.00024522	0.00020342	0.00012579	0.00011305	2.90E-05	3.75E-05	8.89E-05	0.00012258	5.60E-05	0.00022281	1.92E-05	0.00036487	0.00027351	8.64E-05	9.20E-05	6.10E-05	0.00088081	0.00074322	0.00012729	4.03E-05	0.000521	0.00011809	0.00010678	0.00042362	0.00048393	8.01E-05	6.80E-05	0.00027264	0.00011005	2.35E-05	0.00031053	0.00059815	0.00082688	0.00052909	4.84E-05	9.99E-05	0.00060078	0.00027664	7.94E-05
1972	7.03E-05	0.00039878	0.00025408	0.00021009	0.00012621	0.00011174	2.84E-05	3.35E-05	8.46E-05	0.0001302	5.88E-05	0.0002165	2.24E-05	0.00039861	0.00026012	8.44E-05	9.25E-05	4.97E-05	0.00088156	0.00072406	0.00016469	4.93E-05	0.00051367	0.00012145	9.62E-05	0.000426	0.00047222	8.24E-05	5.60E-05	0.00027838	0.00010818	1.62E-05	0.00030931	0.00058467	0.0008098	0.00052426	4.74E-05	8.79E-05	0.00059869	0.000279	8.73E-05
1970	6.85E-05	0.0004153	0.00027002	0.00021639	0.00012613	0.00011	2.62E-05	3.30E-05	7.84E-05	0.00014161	6.22E-05	0.00020509	2.02E-05	0.00043223	0.000259	8.60E-05	9.32E-05	4.92E-05	0.00087813	0.00071626	0.00020343	4.86E-05	0.00050439	0.00011924	9.40E-05	0.00043557	0.00046559	8.51E-05	4.31E-05	0.0002804	0.0001078	7.39E-06	0.00029237	0.00056698	0.00079238	0.0005248	5.35E-05	8.69E-05	0.0005982	0.00027179	9.04E-05
1968	5.63E-05	0.00042609	0.00029012	0.00021385	0.00012197	0.00011383	2.88E-05	3.69E-05	7.92E-05	0.00015302	6.56E-05	0.0002097	2.54E-05	0.00046222	0.00026003	8.39E-05	9.22E-05	6.27E-05	0.00087861	0.00069388	0.00022721	4.29E-05	0.00051412	0.0001124	9.79E-05	0.00045322	0.00045977	8.99E-05	3.86E-05	0.00028064	0.00010645	6.28E-06	0.00028136	0.00055007	0.00078145	0.00053229	5.30E-05	9.36E-05	0.00060721	0.0002619	9.35E-05
1966	6.44E-05	0.00042935	0.00029633	0.00020182	0.00011769	0.00012005	3.37E-05	4.61E-05	7.51E-05	0.0001705	7.10E-05	0.00022042	3.98E-05	0.0004855	0.0002599	8.38E-05	8.45E-05	6.46E-05	0.00088531	0.00068171	0.00024582	4.33E-05	0.00052302	0.000109	9.77E-05	0.00046166	0.00045468	9.56E-05	4.29E-05	0.0002891	0.00010702	1.10E-05	0.0002864	0.00053623	0.00075638	0.00052755	4.92E-05	9.98E-05	0.00061367	0.00024685	0.00010218
1964	6.52E-05	0.00041807	0.00028603	0.00019246	0.00011028	0.00012556	3.64E-05	5.21E-05	8.14E-05	0.00018056	7.30E-05	0.00022105	4.29E-05	0.0005098	0.00025369	8.60E-05	8.24E-05	5.69E-05	0.00088505	0.0006809	0.00028047	4.48E-05	0.00051759	9.79E-05	0.00010127	0.00046654	0.00044634	0.00010079	4.71E-05	0.00030225	0.00010658	1.23E-05	0.00029042	0.00052346	0.00073432	0.00052514	4.17E-05	9.85E-05	0.00061471	0.00023388	0.0001139
1962	5.94E-05	0.00039715	0.00025654	0.00019125	0.00010387	0.00013299	3.63E-05	5.75E-05	7.79E-05	0.0002127	6.93E-05	0.00021399	2.63E-05	0.00053497	0.00024185	7.60E-05	8.66E-05	5.53E-05	0.00087861	0.00066746	0.00036389	4.09E-05	0.00050002	0.0001084	0.00010225	0.00046837	0.00043493	0.0001042	4.37E-05	0.00031349	0.00010375	1.27E-05	0.00028052	0.00049828	0.00069181	0.00051027	3.99E-05	7.41E-05	0.00059703	0.00022726	0.00013366
1960	6.18E-05	0.00039327	0.00024329	0.00018536	0.00010134	0.00013971	3.84E-05	6.06E-05	8.73E-05	0.00021986	7.11E-05	0.00020503	1.94E-05	0.00055593	0.0002224	6.93E-05	8.95E-05	5.27E-05	0.00087135	0.00065368	0.0006033	4.30E-05	0.00049421	0.00010321	9.96E-05	0.00046999	0.00041967	0.00010115	4.58E-05	0.00031207	0.00010221	1.46E-05	0.0002825	0.00048078	0.00064678	0.00049871	4.10E-05	4.37E-05	0.00059571	0.00023229	0.00014499
1958	6.30E-05	0.00041704	0.00027655	0.00017709	0.0001017	0.00013277	4.31E-05	5.20E-05	8.13E-05	0.00014249	7.69E-05	0.00020831	3.87E-05	0.00057563	0.00020028	7.32E-05	8.92E-05	4.82E-05	0.0008669	0.00062537	0.0011885	4.71E-05	0.00050223	4.83E-05	8.91E-05	0.00049132	0.00041761	0.0001	5.18E-05	0.00030689	9.95E-05	8.42E-06	0.00027248	0.00045908	0.00061167	0.00048219	3.54E-05	8.05E-05	0.00059289	0.00022824	0.0001418
1956	5.47E-05	0.00043131	0.00027196	0.00016467	9.61E-05	0.00012756	5.17E-05	4.48E-05	8.66E-05	0.00016726	7.89E-05	0.00020952	4.21E-05	0.00059361	0.00020359	6.39E-05	7.57E-05	4.48E-05	0.00085567	0.00062064	0.0023869	4.65E-05	0.0005126	5.54E-05	9.73E-05	0.0005	0.00040871	0.00010844	4.63E-05	0.00031374	9.64E-05	1.84E-06	0.00026484	0.00043867	0.00059998	0.00046353	2.71E-05	9.70E-05	0.00060575	0.00020121	0.00013557
1954	4.95E-05	0.00042345	0.00024938	0.00015945	9.32E-05	0.00012969	5.48E-05	5.92E-05	7.92E-05	0.00021435	7.81E-05	0.0002028	3.30E-05	0.00060945	0.00020777	5.07E-05	6.95E-05	4.25E-05	0.00085123	0.00059898	0.0040919	4.91E-05	0.00049876	8.37E-05	0.00010617	0.00049458	0.00040171	0.0001197	4.06E-05	0.00031859	9.87E-05	1.03E-07	0.00025952	0.00041807	0.00057031	0.00043769	2.35E-05	7.74E-05	0.00061428	0.00017727	0.0001464
1952	6.44E-05	0.00041295	0.00023486	0.00016712	9.71E-05	0.00013467	6.06E-05	6.85E-05	8.53E-05	0.00023207	8.08E-05	0.000201	3.01E-05	0.00062127	0.00019826	5.53E-05	8.26E-05	5.09E-05	0.00085668	0.00059038	0.0053323	5.08E-05	0.00048766	8.79E-05	0.0001014	0.00050274	0.00037712	0.00011549	4.09E-05	0.0003078	9.62E-05	4.67E-06	0.00026273	0.00038612	0.00053899	0.00043313	2.79E-05	6.39E-05	0.00062154	0.00017593	0.00015893
1950	6.69E-05	0.00040823	0.00022915	0.00016051	9.46E-05	0.00013791	6.39E-05	6.41E-05	7.17E-05	0.00023009	7.61E-05	0.00020694	3.10E-05	0.00063462	0.00018496	6.89E-05	0.00010007	5.72E-05	0.00084272	0.00056283	0.0050518	5.02E-05	0.00048021	8.04E-05	9.42E-05	0.00051009	0.00036545	0.00010831	3.15E-05	0.00030118	9.02E-05	1.18E-05	0.00024456	0.00036944	0.000504	0.00042427	2.73E-05	6.28E-05	0.00060841	0.00016824	0.00016864
1948	5.72E-05	0.0004129	0.00021888	0.00014128	8.25E-05	0.00013793	6.19E-05	5.80E-05	7.79E-05	0.00022505	7.30E-05	0.00020534	3.50E-05	0.00064198	0.0001768	6.57E-05	0.00010395	3.67E-05	0.00081164	0.00055977	0.0035307	4.47E-05	0.00047696	6.71E-05	9.70E-05	0.00050746	0.00035309	0.00010502	8.41E-06	0.00030304	8.80E-05	1.30E-05	0.00023495	0.00036576	0.00049479	0.00041985	2.43E-05	6.48E-05	0.00062195	0.00015994	0.00016734
1946	6.99E-05	0.00042508	0.00020256	0.00013531	7.73E-05	0.00012864	5.40E-05	5.44E-05	6.74E-05	0.00023158	7.02E-05	0.00019854	2.88E-05	0.00064004	0.00017046	4.93E-05	9.08E-05	1.65E-05	0.00079323	0.00053046	0.0019909	3.57E-05	0.00047204	6.07E-05	9.29E-05	0.00051623	0.00034536	0.00011303	1.92E-07	0.000308	8.56E-05	6.78E-06	0.00022818	0.00033307	0.00046656	0.00040049	2.49E-05	5.21E-05	0.00061544	0.00015156	0.00017254
1944	6.43E-05	0.00043	0.00019145	0.00012732	7.99E-05	0.00012043	5.53E-05	4.21E-05	7.83E-05	0.00024441	7.42E-05	0.00019224	2.54E-05	0.00064084	0.00016808	3.26E-05	8.21E-05	1.88E-05	0.000792	0.00053664	0.0010489	2.92E-05	0.00047235	5.08E-05	9.02E-05	0.00051988	0.00032387	0.00011433	1.03E-05	0.00030816	7.76E-05	2.41E-06	0.00023037	0.00031227	0.0004548	0.00040994	1.54E-05	4.14E-05	0.000625	0.00014053	0.000173
1942	3.42E-05	0.00043027	0.00017222	0.00012201	7.40E-05	0.00011424	5.94E-05	4.30E-05	6.91E-05	0.00024995	7.66E-05	0.00019001	3.25E-05	0.00063805	0.00016202	3.40E-05	6.44E-05	2.90E-05	0.000792	0.00051406	0.00059343	3.60E-05	0.00046263	4.71E-05	8.08E-05	0.00051402	0.00032056	0.00011879	1.52E-05	0.00030964	7.23E-05	8.30E-06	0.00021093	0.00030222	0.00042657	0.0003967	9.02E-06	4.20E-05	0.00062689	0.00012424	0.00017699
1940	1.48E-05	0.00043198	0.00015683	0.00010776	5.86E-05	0.00011693	6.17E-05	4.35E-05	7.69E-05	0.00025716	7.26E-05	0.00017752	4.99E-05	0.0006296	0.00015572	3.94E-05	3.85E-05	2.18E-05	0.00078176	0.00051069	0.00038591	4.55E-05	0.00044267	4.03E-05	7.82E-05	0.00050514	0.00030646	0.00011672	7.13E-06	0.00030607	6.61E-05	1.85E-05	0.00020176	0.00028403	0.00039401	0.00038265	3.86E-06	4.58E-05	0.00063945	0.00012538	0.00018555
1938	0	0.00042516	0.00014039	0.00010064	4.69E-05	0.00012238	6.04E-05	4.60E-05	6.59E-05	0.00025742	6.44E-05	0.00016393	4.02E-05	0.00061931	0.00014714	2.14E-05	3.60E-05	1.69E-05	0.00077407	0.00047386	0.00028415	2.99E-05	0.00043212	4.82E-05	7.34E-05	0.00050871	0.00029417	0.00011394	1.15E-05	0.0002985	5.85E-05	2.04E-05	0.00019481	0.00025469	0.00035196	0.00035631	0	3.89E-05	0.00063292	0.00012162	0.00020136
1936	1.84E-06	0.00042902	0.00011985	9.60E-05	4.50E-05	0.00012629	6.11E-05	4.74E-05	7.26E-05	0.0002589	6.29E-05	0.00016452	2.54E-05	0.00060479	0.00013557	1.30E-06	4.06E-05	1.56E-05	0.00076135	0.00046842	0.00023852	1.57E-05	0.00044054	4.96E-05	7.40E-05	0.00050598	0.00028036	0.00010921	3.08E-05	0.00028708	4.82E-05	1.78E-05	0.00019285	0.0002434	0.00032766	0.0003395	1.52E-06	3.80E-05	0.00063894	0.00011885	0.00020654
1934	8.52E-06	0.00044029	0.00011999	9.54E-05	4.50E-05	0.00013506	5.83E-05	5.07E-05	6.40E-05	0.00027653	6.60E-05	0.00017642	3.16E-05	0.00058947	0.00013171	1.40E-05	4.12E-05	1.23E-05	0.00075323	0.00043856	0.00019909	2.14E-05	0.00043927	5.05E-05	8.69E-05	0.00051648	0.00027474	0.00010975	3.27E-05	0.00028533	4.98E-05	1.70E-05	0.00018847	0.00023481	0.00029821	0.00031914	1.44E-05	3.81E-05	0.0006328	0.00011207	0.00020925
1932	9.22E-06	0.00043552	0.00013373	9.25E-05	4.46E-05	0.00013618	5.99E-05	4.43E-05	5.82E-05	0.00028961	6.54E-05	0.00017044	3.63E-05	0.00057215	0.00012726	2.62E-05	4.77E-05	1.24E-05	0.00073371	0.00042942	0.0001593	2.35E-05	0.00043757	4.48E-05	9.32E-05	0.0005321	0.00026298	0.000109	1.35E-05	0.000289	5.02E-05	1.49E-05	0.00018427	0.00022176	0.000275	0.00030763	1.59E-05	3.95E-05	0.00063106	9.88E-05	0.00020302
1930	1.85E-05	0.00042713	0.00014816	9.26E-05	4.23E-05	0.00013506	6.54E-05	3.70E-05	4.69E-05	0.00029508	6.60E-05	0.00015526	3.56E-05	0.00055726	0.00011236	2.68E-05	4.64E-05	3.90E-06	0.000719	0.00039934	0.00013394	2.06E-05	0.00043064	4.14E-05	8.76E-05	0.00053942	0.0002515	0.00010802	1.49E-05	0.00028764	4.12E-05	1.03E-05	0.000178	0.00021336	0.00024622	0.00028994	9.90E-06	4.00E-05	0.00062438	8.50E-05	0.00022474
1928	3.02E-05	0.00042056	0.00017079	8.01E-05	3.82E-05	0.00014289	7.20E-05	3.73E-05	5.01E-05	0.00030866	7.08E-05	0.00014174	3.22E-05	0.00054359	0.00010249	2.34E-05	4.68E-05	5.14E-07	0.00071695	0.00038801	0.00012234	2.05E-05	0.00042121	4.04E-05	8.24E-05	0.00054723	0.00023728	0.00010745	3.52E-05	0.00028538	3.01E-05	9.87E-06	0.00017348	0.00021336	0.00022482	0.00028061	5.74E-06	3.20E-05	0.00062938	7.61E-05	0.00023903
1926	3.92E-05	0.00041793	0.00018821	6.64E-05	3.21E-05	0.00014517	7.24E-05	3.60E-05	5.22E-05	0.000318	7.16E-05	0.00014218	3.43E-05	0.00052803	0.00010071	1.36E-05	4.38E-05	1.41E-06	0.00070659	0.00036141	0.00010431	2.44E-05	0.00040959	3.62E-05	7.80E-05	0.00054235	0.00023401	0.0001104	3.13E-05	0.00028434	2.53E-05	4.69E-06	0.00016476	0.00020776	0.00021048	0.00028369	7.65E-06	2.99E-05	0.0006329	6.84E-05	0.00024082
1924	4.14E-05	0.00042354	0.0001988	5.80E-05	3.07E-05	0.00014625	7.66E-05	3.04E-05	6.21E-05	0.00031935	7.10E-05	0.00014566	4.76E-05	0.00051469	9.80E-05	6.35E-06	2.97E-05	0	0.00069468	0.00035239	8.66E-05	2.04E-05	0.00040765	2.86E-05	8.12E-05	0.00053898	0.00023231	0.00011492	1.26E-05	0.000282	2.39E-05	2.71E-06	0.00016029	0.00020375	0.00021175	0.000296	1.43E-05	3.17E-05	0.00063249	6.67E-05	0.00024032
1922	4.62E-05	0.00042424	0.00020539	5.22E-05	2.91E-05	0.00015339	8.44E-05	3.25E-05	6.71E-05	0.00032978	7.05E-05	0.00014258	5.70E-05	0.00049822	9.18E-05	1.90E-06	2.86E-05	0	0.000692	0.000337	7.90E-05	1.32E-05	0.00040161	2.66E-05	9.33E-05	0.00054942	0.00022785	0.00012047	1.91E-05	0.00028005	2.40E-05	8.93E-06	0.00016042	0.000201	0.00020998	0.00029795	1.46E-05	3.21E-05	0.00063529	6.55E-05	0.00025015
1920	5.40E-05	0.00041553	0.00021787	4.70E-05	2.28E-05	0.0001601	8.75E-05	3.04E-05	6.43E-05	0.00034372	6.58E-05	0.00013176	5.60E-05	0.00048165	8.39E-05	2.03E-06	3.35E-05	4.05E-06	0.00068916	0.00032444	7.59E-05	8.78E-06	0.00039175	2.96E-05	0.00010095	0.00056632	0.00021794	0.00012304	3.50E-05	0.00027905	2.20E-05	1.62E-05	0.0001619	0.00019838	0.00021205	0.00030315	1.64E-05	3.56E-05	0.0006461	6.81E-05	0.00026548
1918	5.97E-05	0.00040466	0.00022837	4.22E-05	2.50E-05	0.00016593	9.15E-05	2.52E-05	5.66E-05	0.00035193	5.98E-05	0.00012656	5.77E-05	0.00046713	7.84E-05	8.10E-06	3.41E-05	1.09E-05	0.00067837	0.0003091	8.64E-05	7.44E-06	0.00038194	3.45E-05	9.49E-05	0.00058354	0.00020734	0.00012445	3.21E-05	0.00027944	1.99E-05	2.73E-05	0.00015663	0.000196	0.00020907	0.00030712	1.69E-05	3.80E-05	0.00065474	7.18E-05	0.00027588
1916	5.63E-05	0.00040114	0.0002334	4.14E-05	2.57E-05	0.00017319	9.26E-05	2.42E-05	4.92E-05	0.00036638	5.74E-05	0.00012648	6.14E-05	0.00045142	7.56E-05	1.39E-05	4.48E-05	1.20E-05	0.00066665	0.0002991	9.12E-05	4.17E-06	0.00036543	3.38E-05	9.10E-05	0.00057746	0.00019925	0.00012342	3.16E-05	0.00028259	1.72E-05	3.60E-05	0.00013544	0.00019061	0.00017606	0.00028704	1.54E-05	3.70E-05	0.0006606	7.34E-05	0.00028467
1914	4.89E-05	0.00041173	0.00023818	4.04E-05	1.58E-05	0.00018236	9.35E-05	2.82E-05	4.67E-05	0.00037781	6.08E-05	0.00012442	6.11E-05	0.00043165	6.89E-05	1.60E-05	5.32E-05	1.87E-05	0.0006599	0.00028916	9.94E-05	0	0.00035319	2.68E-05	9.67E-05	0.00056342	0.00019055	0.00012114	3.99E-05	0.00028309	1.60E-05	4.12E-05	0.00012364	0.00018827	0.00014837	0.00026855	2.06E-05	3.50E-05	0.00066799	6.98E-05	0.00029971
1912	5.74E-05	0.00042122	0.00023933	3.52E-05	1.10E-05	0.00019744	9.84E-05	3.54E-05	3.65E-05	0.00038135	6.37E-05	0.00011481	6.20E-05	0.00041525	6.43E-05	1.16E-05	4.36E-05	2.22E-05	0.00065755	0.00028349	0.00010667	6.09E-06	0.00034562	2.30E-05	9.39E-05	0.00057151	0.00018337	0.00012395	4.36E-05	0.00028065	2.34E-05	4.97E-05	0.00012736	0.00018227	0.00013055	0.00025793	2.47E-05	3.12E-05	0.00067267	6.67E-05	0.00031209
1910	7.53E-05	0.00041891	0.00023403	3.42E-05	1.81E-05	0.00021223	0.00010497	4.01E-05	3.69E-05	0.00038342	6.47E-05	0.00010782	6.51E-05	0.00040461	6.06E-05	6.82E-06	3.18E-05	1.76E-05	0.00065918	0.00027736	0.00010913	1.99E-05	0.00034087	2.30E-05	8.82E-05	0.00059594	0.00017436	0.00012669	5.08E-05	0.00028142	2.91E-05	6.22E-05	0.00013539	0.00018397	0.00013252	0.00026464	2.72E-05	3.02E-05	0.00068506	7.17E-05	0.00032409
1908	8.68E-05	0.00041772	0.00021707	3.50E-05	2.24E-05	0.00022421	0.00011073	4.55E-05	3.93E-05	0.00039595	6.80E-05	0.00010951	6.30E-05	0.00039304	6.72E-05	4.74E-06	2.97E-05	2.16E-05	0.00065184	0.00026143	0.00013016	3.23E-05	0.00033253	3.54E-05	8.63E-05	0.00061328	0.000171	0.00012773	5.33E-05	0.00027752	3.45E-05	7.35E-05	0.00012531	0.00018749	0.0001248	0.00026452	2.49E-05	4.29E-05	0.00068925	6.80E-05	0.00033465
1906	7.00E-05	0.00042027	0.00019633	3.37E-05	2.07E-05	0.00023405	0.00012454	4.31E-05	4.75E-05	0.00041646	7.21E-05	0.00011166	5.81E-05	0.00038295	7.73E-05	2.01E-06	3.53E-05	2.43E-05	0.00063703	0.00026097	0.00014092	3.40E-05	0.00032687	3.85E-05	9.07E-05	0.00062032	0.00015947	0.00012646	4.47E-05	0.00027287	3.84E-05	8.31E-05	0.000121	0.00018173	0.0001116	0.00025987	2.43E-05	4.73E-05	0.00069684	6.44E-05	0.00033601
1904	4.57E-05	0.00042417	0.00017723	3.79E-05	1.86E-05	0.00023928	0.00013621	4.28E-05	3.71E-05	0.00043331	6.97E-05	0.00010849	6.52E-05	0.00037444	7.86E-05	2.98E-07	4.34E-05	1.91E-05	0.00062288	0.00025618	0.00012723	3.23E-05	0.00031287	3.64E-05	9.36E-05	0.00061639	0.00015439	0.00012761	4.84E-05	0.00027692	3.74E-05	8.58E-05	0.0001169	0.00017097	8.77E-05	0.0002352	3.06E-05	4.88E-05	0.00070556	5.42E-05	0.00034272
1902	4.02E-05	0.000425	0.00015085	3.93E-05	1.43E-05	0.00024772	0.00014657	3.96E-05	4.75E-05	0.00044457	7.24E-05	0.000107	7.39E-05	0.00036271	7.28E-05	1.48E-06	4.67E-05	3.18E-05	0.00061309	0.00026382	0.00010942	2.54E-05	0.000298	2.84E-05	9.66E-05	0.00060587	0.00014305	0.00012463	6.67E-05	0.00028229	3.01E-05	8.26E-05	0.00011514	0.00017672	9.33E-05	0.00023086	3.89E-05	5.22E-05	0.00072072	5.46E-05	0.000346
1900	3.39E-05	0.00042153	0.00011838	2.97E-05	1.07E-05	0.00025168	0.00015158	4.44E-05	4.30E-05	0.00045137	7.84E-05	0.00010157	8.57E-05	0.00035027	6.17E-05	4.33E-06	5.13E-05	4.32E-05	0.00061178	0.00024783	9.81E-05	1.91E-05	0.00028795	3.84E-05	9.61E-05	0.000603	0.00014012	0.00012664	7.87E-05	0.00028389	2.72E-05	8.56E-05	9.53E-05	0.00018158	8.70E-05	0.00022653	4.10E-05	5.30E-05	0.00071406	5.41E-05	0.00036307
1898	4.30E-05	0.00043184	9.45E-05	1.81E-05	1.33E-05	0.00025945	0.00016131	5.15E-05	4.75E-05	0.00045386	8.09E-05	9.76E-05	0.0001019	0.00033782	6.23E-05	9.06E-06	5.65E-05	3.69E-05	0.0006055	0.00023956	9.33E-05	3.02E-05	0.00028886	4.28E-05	0.00010625	0.00060381	0.00013175	0.00012883	8.36E-05	0.00028493	3.17E-05	9.62E-05	8.28E-05	0.00017921	9.25E-05	0.00023159	4.34E-05	6.19E-05	0.00072325	4.19E-05	0.00038182
